"Row Type,City name,City ID,Cost,Clicks,Impr,Cost/wt action,Weighted actions,Avg CPC,CTR,Avg pos"
",Midvale,1026957,0.00,0,9,,0.00,,0.0000,"
",Grundy,1027153,4.43,1,2,2.21,2.00,4.43,0.5000,"
",West Nyack,1023484,0.00,0,4,,0.00,,0.0000,"
",Lucas,1023803,0.00,0,1,,0.00,,0.0000,"
",Dade City,1014998,0.00,0,9,,0.00,,0.0000,"
",West Haven,1014875,4.72,1,12,0.79,6.00,4.72,0.0833,"
",Cottonwood Heights,9051778,6.97,1,17,1.00,7.00,6.97,0.0588,"
",Castle Hayne,1021043,0.00,0,1,,0.00,,0.0000,"
",Portageville,1020556,0.00,0,3,,0.00,,0.0000,"
",Bremen,1017011,0.00,0,2,,0.00,,0.0000,"
",Pacific Grove,1014100,0.00,0,4,,0.00,,0.0000,"
",Remington,1017278,4.83,1,1,,0.00,4.83,1.0000,"
",Richmond West,9052746,14.28,3,4,2.86,5.00,4.76,0.7500,"
",Jamestown,1021467,0.00,0,5,,0.00,,0.0000,"
",Henderson,1018617,0.00,0,1,,0.00,,0.0000,"
",Westchester,1016952,0.00,0,3,,0.00,,0.0000,"
",Olivia,1020011,0.00,0,2,,0.00,,0.0000,"
",Mount Holly,1021228,2.59,1,12,2.59,1.00,2.59,0.0833,"
",Medina,1023138,0.00,0,2,,0.00,,0.0000,"
",Girard,1016497,0.00,0,0,,0.00,,,"
",Greenville,1016523,0.00,0,5,,0.00,,0.0000,"
",Scott City,1020592,0.00,0,2,,0.00,,0.0000,"
",Alexandria,9051503,6.78,1,7,3.39,2.00,6.78,0.1429,"
",Manistee,1019429,4.89,1,13,1.22,4.00,4.89,0.0769,"
",Monroe,1026961,0.00,0,2,,0.00,,0.0000,"
",Driftwood,1026361,0.00,0,1,,0.00,,0.0000,"
",Ossining,1023234,0.00,0,6,,0.00,,0.0000,"
",Dover,9073515,0.00,0,1,,0.00,,0.0000,"
",Kearney,1020415,0.00,0,2,,0.00,,0.0000,"
",Casey,1015692,0.00,0,1,,0.00,,0.0000,"
",Huntington,1026488,0.00,0,1,,0.00,,0.0000,"
",Russellton,1025248,0.00,0,1,,0.00,,0.0000,"
",Blairsville,1024672,0.00,0,2,,0.00,,0.0000,"
",Perry,1015470,0.00,0,4,,0.00,,0.0000,"
",Spencer,1023389,0.00,0,1,,0.00,,0.0000,"
",Woodbury Heights,1022487,0.00,0,3,,0.00,,0.0000,"
",Belt,1020850,0.00,0,1,,0.00,,0.0000,"
",East Helena,1020883,0.00,0,1,,0.00,,0.0000,"
",Ladoga,1017160,0.00,0,3,,0.00,,0.0000,"
",Peru,1019000,0.00,0,2,,0.00,,0.0000,"
",Salina,1024321,0.00,0,4,,0.00,,0.0000,"
",North Jackson,1023894,0.00,0,1,,0.00,,0.0000,"
",Montville,1014768,0.00,0,4,,0.00,,0.0000,"
",Big Pine,1013593,0.00,0,1,,0.00,,0.0000,"
",Akron,1014428,0.00,0,1,,0.00,,0.0000,"
",French Gulch,1013803,0.00,0,0,,0.00,,,"
",Muncy,1025121,0.00,0,3,,0.00,,0.0000,"
",West Frankfort,1016950,0.00,0,1,,0.00,,0.0000,"
",Curtis,1021637,0.00,0,1,,0.00,,0.0000,"
",Prineville,1024545,0.00,0,4,,0.00,,0.0000,"
",Lineville,1013060,0.00,0,1,,0.00,,0.0000,"
",Jericho,1027400,0.00,0,1,,0.00,,0.0000,"
",Sisseton,1025859,6.99,1,2,6.99,1.00,6.99,0.5000,"
",Center City,1019755,0.00,0,1,,0.00,,0.0000,"
",Wells Branch,9053098,0.00,0,5,,0.00,,0.0000,"
",South English,1016035,0.00,0,8,,0.00,,0.0000,"
",Dilley,1026357,0.00,0,1,,0.00,,0.0000,"
",Sneads Ferry,1021310,0.00,0,1,,0.00,,0.0000,"
",Fredericktown,1020335,0.00,0,1,,0.00,,0.0000,"
",Minerva,1023847,0.00,0,1,,0.00,,0.0000,"
",Nebraska City,1021711,0.00,0,2,,0.00,,0.0000,"
",St. Louis,1020618,252.56,55,443,2.12,119.00,4.59,0.1242,"
",Munster,1017227,0.00,0,18,,0.00,,0.0000,"
",Redondo Beach,1014177,11.84,3,39,1.97,6.00,3.95,0.0769,"
",Humble,1026486,41.67,7,90,5.21,8.00,5.95,0.0778,"
",Cleveland,1023631,72.62,15,200,2.20,33.00,4.84,0.0750,"
",Corpus Christi,1026319,44.16,12,82,2.01,22.00,3.68,0.1463,"
",Lubbock,1026578,45.20,9,96,4.52,10.00,5.02,0.0938,"
",San Diego,1014218,634.80,138,1588,2.39,266.00,4.60,0.0869,"
",Mauldin,1025611,16.80,3,22,4.20,4.00,5.60,0.1364,"
",Coon Rapids,9051765,5.04,1,31,5.04,1.00,5.04,0.0323,"
",Modesto,1014019,47.57,9,69,4.76,10.00,5.29,0.1304,"
",Albany,1013529,4.86,2,25,,0.00,2.43,0.0800,"
",Burlington,1022056,3.76,2,28,1.88,2.00,1.88,0.0714,"
",Culver City,1013714,22.52,6,44,1.41,16.00,3.75,0.1364,"
",Garden City,1022936,25.84,6,74,8.61,3.00,4.31,0.0811,"
",Chico,1013671,13.15,2,54,13.15,1.00,6.58,0.0370,"
",Coventry,1014702,27.58,6,44,5.52,5.00,4.60,0.1364,"
",Federal Way,1027588,10.42,3,29,3.47,3.00,3.47,0.1034,"
",Oak Lawn,1016733,15.93,4,37,2.28,7.00,3.98,0.1081,"
",Sterling,1014634,4.40,1,3,4.40,1.00,4.40,0.3333,"
",Fort Bragg,1013806,24.08,4,25,24.08,1.00,6.02,0.1600,"
",Stanwood,1027764,0.00,0,21,,0.00,,0.0000,"
",Cape Canaveral,1014975,5.14,1,6,5.14,1.00,5.14,0.1667,"
",Englewood,1014503,18.97,4,31,6.32,3.00,4.74,0.1290,"
",Savannah,1026123,16.56,2,6,16.56,1.00,8.28,0.3333,"
",Averill Park,1022706,0.00,0,1,,0.00,,0.0000,"
",Lakeville,1017165,0.00,0,2,,0.00,,0.0000,"
",Lindenhurst,1023090,10.04,2,12,5.02,2.00,5.02,0.1667,"
",Shady Hills,9052827,0.00,0,1,,0.00,,0.0000,"
",Red Bay,1013111,0.00,0,2,,0.00,,0.0000,"
",Cherryville,1021051,0.00,0,1,,0.00,,0.0000,"
",Altha,1014944,0.00,0,2,,0.00,,0.0000,"
",West Rushville,1024082,0.00,0,1,,0.00,,0.0000,"
",Vidal,1014371,0.00,0,0,,0.00,,,"
",Taneytown,1018726,0.00,0,1,,0.00,,0.0000,"
",Carthage,1026272,0.00,0,1,,0.00,,0.0000,"
",Elsberry,1020310,0.00,0,1,,0.00,,0.0000,"
",Scottville,1019583,0.00,0,1,,0.00,,0.0000,"
",Spotswood,1022421,0.00,0,4,,0.00,,0.0000,"
",Big Stone Gap,1027040,0.00,0,1,,0.00,,0.0000,"
",Waitsfield,1027468,0.00,0,1,,0.00,,0.0000,"
",Vernonia,1024589,0.00,0,3,,0.00,,0.0000,"
",Mayfield,9052405,4.84,1,5,,0.00,4.84,0.2000,"
",Cody,1028460,6.64,1,4,6.64,1.00,6.64,0.2500,"
",Patrick Air Force Base,1015165,0.00,0,1,,0.00,,0.0000,"
",Falling Waters,1028338,0.00,0,1,,0.00,,0.0000,"
",Socastee,9052862,0.00,0,0,0.00,2.00,,,"
",Cicero,1017038,0.00,0,1,,0.00,,0.0000,"
",Gloversville,1022952,10.44,2,13,,0.00,5.22,0.1538,"
",Glen Gardner,1022146,4.61,1,7,1.54,3.00,4.61,0.1429,"
",Bridgehampton,1022752,0.00,0,4,,0.00,,0.0000,"
",Geismar,1017980,0.00,0,6,,0.00,,0.0000,"
",Troy,1020649,0.00,0,6,,0.00,,0.0000,"
",Oakbrook Terrace,9052582,4.82,1,13,,0.00,4.82,0.0769,"
",Memphis,1019448,0.00,0,2,,0.00,,0.0000,"
",Laytonville,1013936,0.00,0,1,,0.00,,0.0000,"
",Random Lake,1028177,0.00,0,1,,0.00,,0.0000,"
",Yucaipa,1014425,0.00,0,6,,0.00,,0.0000,"
",Rochester,1027733,0.00,0,1,,0.00,,0.0000,"
",West Shokan,1023487,3.73,1,1,,0.00,3.73,1.0000,"
",Valley Center,1017660,0.00,0,1,,0.00,,0.0000,"
",Windom,1020145,0.00,0,1,,0.00,,0.0000,"
",Randolph,1022367,0.00,0,1,,0.00,,0.0000,"
",Salem,1017878,0.00,0,3,,0.00,,0.0000,"
",North Bethesda,9052534,14.10,3,28,2.35,6.00,4.70,0.1071,"
",Horseheads,1023015,14.41,2,10,7.21,2.00,7.21,0.2000,"
",Olalla,1027690,0.00,0,2,,0.00,,0.0000,"
",Seekonk,1018396,8.18,2,5,2.73,3.00,4.09,0.4000,"
",Vansant,1027314,0.00,0,1,,0.00,,0.0000,"
",Prior Lake,1020037,0.00,0,20,,0.00,,0.0000,"
",North Kansas City,9052542,32.09,6,33,10.70,3.00,5.35,0.1818,"
",Londonderry,9052343,3.04,2,9,1.01,3.00,1.52,0.2222,"
",Tifton,1015532,15.89,2,19,5.30,3.00,7.95,0.1053,"
",Marion,1021204,0.00,0,9,,0.00,,0.0000,"
",Granville,1022957,0.00,0,6,,0.00,,0.0000,"
",Ingleside,1026494,0.00,0,1,,0.00,,0.0000,"
",Osseo,1020016,21.76,4,38,4.35,5.00,5.44,0.1053,"
",Hartford,1019341,0.00,0,1,,0.00,,0.0000,"
",Fearrington,9051939,7.73,2,16,1.10,7.00,3.87,0.1250,"
",Theodore,1013134,13.20,3,14,1.10,12.00,4.40,0.2143,"
",Greencastle,1017120,4.71,1,9,4.71,1.00,4.71,0.1111,"
",Belle Chasse,1017935,14.13,3,15,7.07,2.00,4.71,0.2000,"
",Houma,1017996,7.82,2,19,1.56,5.00,3.91,0.1053,"
",Winchester,1014407,0.00,0,8,,0.00,,0.0000,"
",Half Moon Bay,1013842,4.98,1,25,0.71,7.00,4.98,0.0400,"
",Ocean City,1018668,14.61,2,13,3.65,4.00,7.30,0.1538,"
",Ellsworth,1018848,0.00,0,4,,0.00,,0.0000,"
",Ellwood City,1024833,10.58,2,14,5.29,2.00,5.29,0.1429,"
",Osprey,1015152,11.36,2,18,,0.00,5.68,0.1111,"
",Fountain Hill,9051978,22.38,4,19,22.38,1.00,5.59,0.2105,"
",Rosendale,1023327,0.00,0,4,,0.00,,0.0000,"
",Lumberton,1022233,12.40,2,12,12.40,1.00,6.20,0.1667,"
",Linden,1026049,0.00,0,5,,0.00,,0.0000,"
",Keswick,1027179,4.75,1,8,4.75,1.00,4.75,0.1250,"
",Kent,1014750,3.46,1,7,1.15,3.00,3.46,0.1429,"
",Oak Forest,1016732,6.58,1,10,6.58,1.00,6.58,0.1000,"
",Topanga,1014338,5.26,1,6,,0.00,5.26,0.1667,"
",Saint Matthews,9052921,20.00,5,31,2.50,8.00,4.00,0.1613,"
",Germantown Hills,9052023,0.00,0,6,,0.00,,0.0000,"
",Vinton,1027318,7.18,2,10,,0.00,3.59,0.2000,"
",Centralia,1020251,0.00,0,4,,0.00,,0.0000,"
",South Salem,1023384,3.50,1,6,1.75,2.00,3.50,0.1667,"
",Robbinsdale,9052757,14.60,2,16,4.87,3.00,7.30,0.1250,"
",League City,1026551,52.62,8,55,3.76,14.00,6.58,0.1455,"
",South Plainfield,1022418,32.67,6,27,4.08,8.00,5.45,0.2222,"
",Mulberry,1015127,0.00,0,5,,0.00,,0.0000,"
",Arlington,9051521,14.17,4,19,2.36,6.00,3.54,0.2105,"
",Castle Pines,9051702,5.62,1,11,2.81,2.00,5.62,0.0909,"
",Raymond,1020809,11.52,2,10,5.76,2.00,5.76,0.2000,"
",Raynham,1018374,4.08,1,24,4.08,1.00,4.08,0.0417,"
",Myersville,1018658,6.48,1,30,6.48,1.00,6.48,0.0333,"
",Spring Valley,1014297,0.00,0,8,,0.00,,0.0000,"
",Lufkin,1026579,39.24,7,27,5.61,7.00,5.61,0.2593,"
",Hawesville,1017788,3.72,1,5,,0.00,3.72,0.2000,"
",East Moline,1016429,9.15,2,7,1.83,5.00,4.58,0.2857,"
",Hutchinson,1017518,0.00,0,26,,0.00,,0.0000,"
",Washington Township,9053084,25.12,5,13,3.59,7.00,5.02,0.3846,"
",Hanson,9052101,0.00,0,4,,0.00,,0.0000,"
",Larchmont,1023076,18.59,3,19,9.29,2.00,6.20,0.1579,"
",Carrollton,1015288,13.74,2,30,6.87,2.00,6.87,0.0667,"
",Tega Cay,9052964,4.82,1,9,0.96,5.00,4.82,0.1111,"
",Wilmington Manor,9053175,4.76,1,17,2.38,2.00,4.76,0.0588,"
",Monterey Park,1014029,0.00,0,18,,0.00,,0.0000,"
",Englishtown,1022115,26.46,6,43,13.23,2.00,4.41,0.1395,"
",Donaldsonville,1017966,0.00,0,7,,0.00,,0.0000,"
",De Soto,1020284,0.00,0,5,,0.00,,0.0000,"
",Waverly,1025888,17.50,5,12,2.19,8.00,3.50,0.4167,"
",Ferguson,9051942,0.00,0,4,,0.00,,0.0000,"
",New Lexington,1023872,0.00,0,2,,0.00,,0.0000,"
",Sunset Beach,9052945,9.78,3,5,3.26,3.00,3.26,0.6000,"
",Globe,1013418,5.15,1,9,5.15,1.00,5.15,0.1111,"
",Red Springs,1021281,0.00,0,1,,0.00,,0.0000,"
",Bluff City,1025924,0.00,0,3,,0.00,,0.0000,"
",Tonasket,1027778,0.00,0,5,,0.00,,0.0000,"
",Calhoun,1015283,10.64,2,9,,0.00,5.32,0.2222,"
",Medina,9052414,0.00,0,8,,0.00,,0.0000,"
",Hummelstown,1024952,0.00,0,16,,0.00,,0.0000,"
",Northville,1019493,16.07,3,15,5.36,3.00,5.36,0.2000,"
",Germansville,1024886,4.68,1,5,,0.00,4.68,0.2000,"
",Merion Station,1025074,9.89,2,12,9.89,1.00,4.95,0.1667,"
",Cleveland,1026298,0.00,0,1,,0.00,,0.0000,"
",Laurelville,1023781,0.00,0,2,,0.00,,0.0000,"
",Weston,1028443,0.00,0,5,,0.00,,0.0000,"
",Ridgefield Park,1022373,10.50,2,6,1.50,7.00,5.25,0.3333,"
",Rockaway Beach,1024551,0.00,0,10,,0.00,,0.0000,"
",Wendell,1021363,0.00,0,3,,0.00,,0.0000,"
",Merrillan,1028081,3.45,1,1,1.73,2.00,3.45,1.0000,"
",Plain Dealing,1018045,0.00,0,1,,0.00,,0.0000,"
",Valhalla,1023440,0.00,0,1,0.00,2.00,,0.0000,"
",Berlin,1014671,0.00,0,3,,0.00,,0.0000,"
",Colliers,1028324,0.00,0,1,,0.00,,0.0000,"
",Cimarron,1017433,0.00,0,2,,0.00,,0.0000,"
",Perris,1014127,6.91,1,17,1.38,5.00,6.91,0.0588,"
",Washburn,1019083,0.00,0,2,,0.00,,0.0000,"
",Capitol Heights,1018533,7.00,1,6,,0.00,7.00,0.1667,"
",Lyndhurst,1022234,11.33,2,8,2.83,4.00,5.67,0.2500,"
",Wakarusa,1017352,0.00,0,6,,0.00,,0.0000,"
",Athens,1026198,0.00,0,2,,0.00,,0.0000,"
",Brook,1017013,6.77,1,3,3.38,2.00,6.77,0.3333,"
",Stony Point,1023408,0.00,0,8,,0.00,,0.0000,"
",Grenada,1020742,10.96,2,4,2.19,5.00,5.48,0.5000,"
",Slippery Rock,1025289,0.00,0,1,,0.00,,0.0000,"
",Clarksville,1026295,6.62,1,2,,0.00,6.62,0.5000,"
",Dubois,1017070,0.00,0,2,,0.00,,0.0000,"
",Monroe,1027664,13.48,3,9,3.37,4.00,4.49,0.3333,"
",South Amboy,1022414,20.68,4,7,4.14,5.00,5.17,0.5714,"
",Berkley,9051591,5.49,1,3,,0.00,5.49,0.3333,"
",Monticello,1015927,5.50,1,2,,0.00,5.50,0.5000,"
",Sussex,1022434,9.65,1,8,4.83,2.00,9.65,0.1250,"
",Oak Ridge,9052579,0.00,0,1,,0.00,,0.0000,"
",Watsontown,1025383,0.00,0,2,,0.00,,0.0000,"
",Wilton,1021582,0.00,0,2,,0.00,,0.0000,"
",Jackson,1021884,0.00,0,1,,0.00,,0.0000,"
",Saint Maries,1016238,0.00,0,2,,0.00,,0.0000,"
",Williamsport,1017375,0.00,0,1,,0.00,,0.0000,"
",Haleiwa,1015573,0.00,0,1,,0.00,,0.0000,"
",Burkesville,1017709,0.00,0,1,,0.00,,0.0000,"
",Penn Valley,1014124,12.80,2,3,1.07,12.00,6.40,0.6667,"
",Haslet,1026461,0.00,0,3,,0.00,,0.0000,"
",Vermontville,1019638,0.00,0,1,,0.00,,0.0000,"
",Warrenton,1020667,0.00,0,2,,0.00,,0.0000,"
",Whitefield,1019098,0.00,0,2,,0.00,,0.0000,"
",Highland Park,1019351,0.00,0,2,,0.00,,0.0000,"
",Hatch,1022541,0.00,0,1,,0.00,,0.0000,"
",Belmont,1021808,5.17,1,4,5.17,1.00,5.17,0.2500,"
",Gaines Township,9052006,0.00,0,0,,0.00,,,"
",Sycamore,1016890,0.00,0,15,,0.00,,0.0000,"
",Yulee,1015239,3.73,1,10,1.86,2.00,3.73,0.1000,"
",Pleasanton,1026696,0.00,0,2,,0.00,,0.0000,"
",Tahoka,1026829,0.00,0,1,,0.00,,0.0000,"
",Gering,1021663,0.00,0,1,,0.00,,0.0000,"
",Coplay,1024765,0.00,0,2,,0.00,,0.0000,"
",Bellevue,9051580,0.00,0,8,,0.00,,0.0000,"
",Manchester,9052376,3.96,1,4,3.96,1.00,3.96,0.2500,"
",Blasdell,9051605,0.00,0,1,,0.00,,0.0000,"
",Hurricane,1028358,3.96,1,14,3.96,1.00,3.96,0.0714,"
",Springport,1019599,5.44,1,1,5.44,1.00,5.44,1.0000,"
",Madison,1021196,0.00,0,1,,0.00,,0.0000,"
",Guilford,1017127,0.00,0,3,,0.00,,0.0000,"
",Elberta,1012998,3.48,1,1,3.48,1.00,3.48,1.0000,"
",Towner,1021563,0.00,0,1,,0.00,,0.0000,"
",Warren,1017357,0.00,0,1,,0.00,,0.0000,"
",Lafayette,1019917,0.00,0,1,,0.00,,0.0000,"
",Walthill,9053075,0.00,0,1,,0.00,,0.0000,"
",Franklinton,1021114,0.00,0,1,,0.00,,0.0000,"
",Larkspur,1014564,0.00,0,1,,0.00,,0.0000,"
",Snow Hill,1018711,0.00,0,3,0.00,1.00,,0.0000,"
",Conception Junction,1020270,5.97,1,2,,0.00,5.97,0.5000,"
",Everett,1024845,5.21,1,3,1.30,4.00,5.21,0.3333,"
",Hallsville,1026450,0.00,0,1,,0.00,,0.0000,"
",Blountstown,1014957,0.00,0,2,,0.00,,0.0000,"
",El Campo,1026375,0.00,0,3,,0.00,,0.0000,"
",Tiffin,1016064,0.00,0,1,,0.00,,0.0000,"
",Cottage Grove,1019784,0.00,0,4,,0.00,,0.0000,"
",Apalachin,1022693,0.00,0,1,,0.00,,0.0000,"
",Saint Ann,1020612,0.00,0,1,,0.00,,0.0000,"
",Berwick,1018774,0.00,0,1,,0.00,,0.0000,"
",Warsaw,1023457,0.00,0,1,,0.00,,0.0000,"
",Ogdensburg,1022318,0.00,0,1,,0.00,,0.0000,"
",Hahira,1015374,0.00,0,3,,0.00,,0.0000,"
",Plum City,1028159,0.00,0,1,,0.00,,0.0000,"
",Amery,1027827,0.00,0,1,,0.00,,0.0000,"
",Fulton,1017770,0.00,0,1,,0.00,,0.0000,"
",La Grange,1021178,0.00,0,2,,0.00,,0.0000,"
",Elko,1022624,0.00,0,1,,0.00,,0.0000,"
",Round Hill,1027274,0.00,0,1,,0.00,,0.0000,"
",Elma,1027578,5.16,1,8,5.16,1.00,5.16,0.1250,"
",Wabasso,1015226,0.00,0,1,,0.00,,0.0000,"
",Carolina Beach,1021038,0.00,0,3,,0.00,,0.0000,"
",Aberdeen,1020981,0.00,0,8,,0.00,,0.0000,"
",Hopedale,1023752,0.00,0,3,,0.00,,0.0000,"
",Cibolo,1026292,6.88,1,18,6.88,1.00,6.88,0.0556,"
",Ludlow,9052359,0.00,0,2,,0.00,,0.0000,"
",Howell Township,1022188,6.98,1,4,6.98,1.00,6.98,0.2500,"
",Heber,1013850,4.99,1,4,4.99,1.00,4.99,0.2500,"
",Nesquehoning,1025129,0.00,0,2,,0.00,,0.0000,"
",Weirton,1028439,0.00,0,17,,0.00,,0.0000,"
",Saint Anne,1016865,0.00,0,1,,0.00,,0.0000,"
",Jackson,1026027,14.56,3,36,1.62,9.00,4.85,0.0833,"
",Morristown,1022280,123.46,26,134,2.09,59.00,4.75,0.1940,"
",Effingham,1016435,8.96,2,24,1.49,6.00,4.48,0.0833,"
",Fountain Hills,1013408,9.32,2,15,9.32,1.00,4.66,0.1333,"
",Monroeville,1025100,0.00,0,35,,0.00,,0.0000,"
",Heathrow,9052117,12.53,3,38,6.26,2.00,4.18,0.0789,"
",Overland Park,1017596,31.22,6,90,3.12,10.00,5.20,0.0667,"
",Melrose,1018298,7.39,1,18,1.48,5.00,7.39,0.0556,"
",Middletown,9052432,0.00,0,15,,0.00,,0.0000,"
",Princess Anne,1018692,0.00,0,3,,0.00,,0.0000,"
",Madison,1022235,45.86,9,59,2.18,21.00,5.10,0.1525,"
",Delray Beach,1015007,75.15,14,100,4.17,18.00,5.37,0.1400,"
",Saratoga Springs,1023343,26.65,6,48,4.44,6.00,4.44,0.1250,"
",Temple,1026831,20.73,4,40,3.46,6.00,5.18,0.1000,"
",Collegeville,1024751,54.33,12,109,4.94,11.00,4.53,0.1101,"
",Santa Clara,1014249,18.87,4,52,1.35,14.00,4.72,0.0769,"
",Arlington Heights,1016269,40.46,7,69,6.74,6.00,5.78,0.1014,"
",Hendersonville,1021146,40.51,8,47,5.06,8.00,5.06,0.1702,"
",Centerville,9051709,19.89,4,40,3.98,5.00,4.97,0.1000,"
",La Vergne,1026040,13.69,3,13,4.56,3.00,4.56,0.2308,"
",Fordyce,1013222,9.03,2,5,2.26,4.00,4.51,0.4000,"
",Concord,1013697,26.34,6,49,1.15,23.00,4.39,0.1224,"
",Alamo Heights,9051499,6.89,1,26,6.89,1.00,6.89,0.0385,"
",Quincy,1016792,18.96,5,30,2.37,8.00,3.79,0.1667,"
",New Baltimore,1019480,2.76,2,13,0.55,5.00,1.38,0.1538,"
",Tyler,1026855,33.45,6,111,2.57,13.00,5.58,0.0541,"
",Haverhill,1018238,11.17,2,38,2.79,4.00,5.58,0.0526,"
",Pikeville,1017864,16.81,4,32,2.10,8.00,4.20,0.1250,"
",Oak Grove,1020520,0.00,0,6,,0.00,,0.0000,"
",New London,1015942,4.30,1,4,,0.00,4.30,0.2500,"
",Heath,1023740,4.70,1,11,1.18,4.00,4.70,0.0909,"
",Bloomington,1013598,0.00,0,4,,0.00,,0.0000,"
",Millersville,1018652,3.76,1,9,1.88,2.00,3.76,0.1111,"
",Casper,1028457,0.00,0,18,,0.00,,0.0000,"
",Little River,1025604,11.98,3,14,2.00,6.00,3.99,0.2143,"
",Aberdeen,1025688,5.00,1,21,5.00,1.00,5.00,0.0476,"
",Milton,1015120,11.37,2,29,2.84,4.00,5.68,0.0690,"
",Lakeway,9052283,0.00,0,6,,0.00,,0.0000,"
",Newton,1015947,0.00,0,5,,0.00,,0.0000,"
",Lanai City,1015600,0.00,0,1,,0.00,,0.0000,"
",East Jordan,1019263,0.00,0,1,,0.00,,0.0000,"
",Romulus,1019564,0.00,0,4,,0.00,,0.0000,"
",Peru,1017265,0.00,0,4,,0.00,,0.0000,"
",Los Gatos,1013964,25.13,5,52,2.79,9.00,5.03,0.0962,"
",East Providence,1025449,9.64,2,15,4.82,2.00,4.82,0.1333,"
",Cooper,1026316,0.00,0,1,,0.00,,0.0000,"
",Sayville,1023347,0.00,0,4,,0.00,,0.0000,"
",Florissant,1020331,23.40,5,34,3.34,7.00,4.68,0.1471,"
",Galena,1016485,0.00,0,2,,0.00,,0.0000,"
",Grove,1024214,4.25,1,1,2.12,2.00,4.25,1.0000,"
",Lawrence,1018265,2.61,1,18,2.61,1.00,2.61,0.0556,"
",Mondovi,1028092,0.00,0,3,,0.00,,0.0000,"
",Gower,1020354,0.00,0,4,,0.00,,0.0000,"
",Lewis Center,1023787,23.95,4,26,4.79,5.00,5.99,0.1538,"
",Clifton,1016377,7.15,1,8,0.36,20.00,7.15,0.1250,"
",Cortez,1014474,0.00,0,14,,0.00,,0.0000,"
",Prairieville,1018049,3.68,1,8,1.84,2.00,3.68,0.1250,"
",Greencastle,1024908,0.00,0,6,,0.00,,0.0000,"
",Portsmouth,1025476,12.98,3,33,6.49,2.00,4.33,0.0909,"
",Stevensville,1019613,14.68,2,13,0.98,15.00,7.34,0.1538,"
",Sevierville,1026125,3.64,1,5,3.64,1.00,3.64,0.2000,"
",Riverhead,1023314,42.61,6,47,6.09,7.00,7.10,0.1277,"
",Pittsford,1023267,0.91,1,13,0.23,4.00,0.91,0.0769,"
",Chicora,9051728,0.00,0,4,,0.00,,0.0000,"
",Somerville,1026134,7.30,2,16,1.04,7.00,3.65,0.1250,"
",Stonington,9052929,8.44,2,21,8.44,1.00,4.22,0.0952,"
",Brevard,1021019,17.76,4,16,5.92,3.00,4.44,0.2500,"
",Prichard,9073466,0.00,0,4,,0.00,,0.0000,"
",Warrensburg,1020666,0.00,0,5,,0.00,,0.0000,"
",Osmond,1021726,0.00,0,2,,0.00,,0.0000,"
",Cooperstown,1022832,0.00,0,13,,0.00,,0.0000,"
",Rossville,1016825,5.23,1,14,,0.00,5.23,0.0714,"
",Greenville,1019323,4.62,1,9,2.31,2.00,4.62,0.1111,"
",Sierra Madre,1014276,0.00,0,1,,0.00,,0.0000,"
",Kaneohe,1015586,9.73,2,18,9.73,1.00,4.87,0.1111,"
",Franklin,1018211,0.00,0,36,,0.00,,0.0000,"
",Milpitas,1014012,14.83,3,13,4.94,3.00,4.94,0.2308,"
",Goshen,1014734,0.00,0,2,,0.00,,0.0000,"
",Sloughhouse,1014280,0.00,0,2,,0.00,,0.0000,"
",Clinton,1024164,0.00,0,3,,0.00,,0.0000,"
",Clinton,1019219,0.00,0,5,0.00,1.00,,0.0000,"
",Yale,1019671,0.00,0,2,,0.00,,0.0000,"
",Osburn,1016209,0.00,0,0,,0.00,,,"
",Camp Douglas,1027891,0.00,0,1,,0.00,,0.0000,"
",Grand Ronde,1024468,0.00,0,1,,0.00,,0.0000,"
",Henderson,1019876,0.00,0,1,,0.00,,0.0000,"
",Bremen,1012957,0.00,0,1,,0.00,,0.0000,"
",Levelland,1026555,0.00,0,2,,0.00,,0.0000,"
",Park Falls,1028144,0.00,0,0,,0.00,,,"
",Kissimmee,1015078,40.58,8,110,4.51,9.00,5.07,0.0727,"
",Boston,1018127,474.45,104,1268,2.42,196.00,4.56,0.0820,"
",Coatesville,1024749,26.25,3,24,6.56,4.00,8.75,0.1250,"
",Saugerties,1023344,16.32,3,16,3.26,5.00,5.44,0.1875,"
",Carlsbad,1013651,44.83,9,72,6.40,7.00,4.98,0.1250,"
",Greenwich,1014737,95.89,16,76,2.82,34.00,5.99,0.2105,"
",South San Francisco,1014295,36.19,8,120,3.02,12.00,4.52,0.0667,"
",Watertown,1023464,14.36,4,15,2.39,6.00,3.59,0.2667,"
",Whittier,1014399,22.61,5,50,3.23,7.00,4.52,0.1000,"
",Wilmington,1014938,44.15,11,98,1.47,30.00,4.01,0.1122,"
",Newburyport,1018320,4.89,1,23,1.63,3.00,4.89,0.0435,"
",Pequannock Township,1022340,22.80,3,22,2.85,8.00,7.60,0.1364,"
",North Las Vegas,1022649,10.72,2,46,10.72,1.00,5.36,0.0435,"
",Clemson,1025527,0.00,0,9,,0.00,,0.0000,"
",West Columbia,1025680,27.70,6,36,5.54,5.00,4.62,0.1667,"
",Beaver Falls,1024647,2.01,1,6,0.50,4.00,2.01,0.1667,"
",Petersburg,1027252,17.54,3,31,4.38,4.00,5.85,0.0968,"
",Weston,1015230,20.87,5,59,3.48,6.00,4.17,0.0847,"
