"Row Type,City name,City ID,Cost,Clicks,Impr,Cost/wt action,Weighted actions,Avg CPC,CTR,Avg pos"
",Catskill,1022788,0.00,0,3,,0.00,,0.0000,"
",Northampton,1025157,4.70,1,8,4.70,1.00,4.70,0.1250,"
",East Prairie,1020302,0.00,0,3,,0.00,,0.0000,"
",Dell Rapids,1025737,0.00,0,1,,0.00,,0.0000,"
",Celina,1026278,0.00,0,2,,0.00,,0.0000,"
",Pine Ridge,9052673,6.64,1,6,2.21,3.00,6.64,0.1667,"
",New Paris,1017239,0.00,0,1,,0.00,,0.0000,"
",Dry Ridge,9051845,5.33,1,3,1.33,4.00,5.33,0.3333,"
",Saint Anthony,1016237,0.00,0,1,,0.00,,0.0000,"
",Coshocton,1023648,3.70,1,7,,0.00,3.70,0.1429,"
",Essex Fells,1022116,0.00,0,1,,0.00,,0.0000,"
",Prosser,1027717,0.00,0,2,,0.00,,0.0000,"
",Axtell,1021603,0.00,0,1,,0.00,,0.0000,"
",Camden,1025937,3.22,1,1,1.61,2.00,3.22,1.0000,"
",Clintonville,1027908,0.00,0,1,,0.00,,0.0000,"
",Moriarty,1022564,12.08,2,5,12.08,1.00,6.04,0.4000,"
",Graceville,1015038,9.70,1,2,9.70,1.00,9.70,0.5000,"
",Arlington,1025693,4.40,1,3,4.40,1.00,4.40,0.3333,"
",Montrose,9052470,8.63,2,3,8.63,1.00,4.32,0.6667,"
",Wheaton-Glenmont,9053146,0.00,0,3,,0.00,,0.0000,"
",Brazoria,1026238,0.00,0,3,,0.00,,0.0000,"
",Waldron,1013355,0.00,0,1,,0.00,,0.0000,"
",San Benito,1026761,0.00,0,8,,0.00,,0.0000,"
",Hurlock,1018623,0.00,0,2,,0.00,,0.0000,"
",Falmouth,1017754,0.00,0,1,,0.00,,0.0000,"
",Goodman,1020739,0.00,0,1,,0.00,,0.0000,"
",Markleeville,1013986,0.00,0,3,,0.00,,0.0000,"
",Jennings,1018001,5.47,1,4,5.47,1.00,5.47,0.2500,"
",Monticello,1023166,0.00,0,1,,0.00,,0.0000,"
",Kill Devil Hills,1021169,0.00,0,0,0.00,1.00,,,"
",Paine Field-Lake Stickney,9052624,0.00,0,3,,0.00,,0.0000,"
",Ione,1013882,0.00,0,2,,0.00,,0.0000,"
",Tioga,1025334,0.00,0,1,,0.00,,0.0000,"
",Sharpsville,1017302,0.00,0,1,,0.00,,0.0000,"
",Wayne,1019654,10.48,2,5,5.24,2.00,5.24,0.4000,"
",Morgan,1026963,0.00,0,2,,0.00,,0.0000,"
",Lahaina,1015598,6.93,1,8,2.31,3.00,6.93,0.1250,"
",Greenbrier,9052065,0.00,0,1,,0.00,,0.0000,"
",Harlem,1015378,0.00,0,3,,0.00,,0.0000,"
",Woodlake,1014414,0.00,0,1,,0.00,,0.0000,"
",Polk City,1015174,0.00,0,2,,0.00,,0.0000,"
",East Greenbush,1022873,0.00,0,1,,0.00,,0.0000,"
",Scranton,1016017,0.00,0,1,,0.00,,0.0000,"
",Eighty Four,1024825,0.00,0,1,,0.00,,0.0000,"
",Cornersville,1025957,0.00,0,1,,0.00,,0.0000,"
",Monticello,1019979,0.00,0,2,,0.00,,0.0000,"
",Black River Falls,1027861,0.00,0,1,,0.00,,0.0000,"
",Shelby Charter Township,9052832,0.00,0,1,,0.00,,0.0000,"
",Osborne,1017591,0.00,0,2,,0.00,,0.0000,"
",Sandusky,1019576,4.69,1,4,1.17,4.00,4.69,0.2500,"
",Miami,1013446,4.71,1,1,4.71,1.00,4.71,1.0000,"
",Harrisburg,1024474,0.00,0,1,,0.00,,0.0000,"
",Lowell,1017185,0.00,0,6,,0.00,,0.0000,"
",Lake City,1015862,0.00,0,1,,0.00,,0.0000,"
",Opelousas,1018042,20.04,4,16,3.34,6.00,5.01,0.2500,"
",Forest Hill,1018585,0.00,0,7,,0.00,,0.0000,"
",Aston,9051527,0.00,0,4,,0.00,,0.0000,"
",Cadillac,1019188,18.64,4,9,3.11,6.00,4.66,0.4444,"
",Dexter,1015328,4.95,1,1,0.99,5.00,4.95,1.0000,"
",Buckhead,1015277,0.00,0,2,,0.00,,0.0000,"
",Brittany Farms-Highlands,9051649,0.00,0,1,,0.00,,0.0000,"
",Glennville,1015363,0.00,0,2,,0.00,,0.0000,"
",Nekoosa,1028106,2.88,1,2,1.44,2.00,2.88,0.5000,"
",Bullard,1026253,0.00,0,2,,0.00,,0.0000,"
",Cullowhee,1021074,0.00,0,1,,0.00,,0.0000,"
",Armonk,1022697,10.75,3,5,3.58,3.00,3.58,0.6000,"
",Drummonds,1025976,0.00,0,2,,0.00,,0.0000,"
",Fort Defiance,1013410,5.38,1,1,,0.00,5.38,1.0000,"
",Magnolia,1013277,0.00,0,2,,0.00,,0.0000,"
",Appleton,1019689,0.00,0,2,,0.00,,0.0000,"
",Beacon Falls,1014670,0.00,0,3,,0.00,,0.0000,"
",Crabtree,1024432,0.00,0,0,,0.00,,,"
",Fort Mill,1025555,18.36,3,50,3.67,5.00,6.12,0.0600,"
",Huntington Station,1023023,40.35,8,100,3.36,12.00,5.04,0.0800,"
",Evesham Township,9051915,46.58,8,58,1.79,26.00,5.82,0.1379,"
",Gilbert,1025559,0.00,0,5,,0.00,,0.0000,"
",Topeka,1017653,19.04,4,57,2.72,7.00,4.76,0.0702,"
",Hot Springs National Park,1013250,10.14,2,17,5.07,2.00,5.07,0.1176,"
",Sarasota,1015192,112.82,20,194,3.22,35.00,5.64,0.1031,"
",Laramie,1028481,3.88,2,10,0.55,7.00,1.94,0.2000,"
",Chattanooga,1025943,73.48,17,120,3.34,22.00,4.32,0.1417,"
",Sioux City,1016030,16.18,3,22,2.02,8.00,5.39,0.1364,"
",Prince Frederick,1018690,0.00,0,15,,0.00,,0.0000,"
",Vidalia,1015545,6.70,1,5,,0.00,6.70,0.2000,"
",Frederick,1018587,81.05,17,138,4.05,20.00,4.77,0.1232,"
",Germantown,1025999,52.78,10,74,4.80,11.00,5.28,0.1351,"
",Yukon,1024382,27.58,7,117,2.51,11.00,3.94,0.0598,"
",Westmont,1016954,3.54,1,23,3.54,1.00,3.54,0.0435,"
",The Colony,1026836,36.20,7,52,3.02,12.00,5.17,0.1346,"
",Reno,1022653,60.56,12,143,2.88,21.00,5.05,0.0839,"
",Peoria,1016766,65.44,13,77,2.18,30.00,5.03,0.1688,"
",Palm Coast,1015160,21.74,4,83,4.35,5.00,5.43,0.0482,"
",Suwanee,1015521,13.04,3,32,6.52,2.00,4.35,0.0938,"
",Litchfield Park,1013437,12.97,3,18,6.49,2.00,4.32,0.1667,"
",Indialantic,1015061,4.52,1,12,2.26,2.00,4.52,0.0833,"
",Glasgow,1017774,0.00,0,7,,0.00,,0.0000,"
",New Britain,9052508,6.81,3,44,2.27,3.00,2.27,0.0682,"
",Fayetteville,1013219,9.99,3,88,1.43,7.00,3.33,0.0341,"
",South Brunswick Township,9052867,30.16,6,59,2.32,13.00,5.03,0.1017,"
",Newman,1014057,0.00,0,7,,0.00,,0.0000,"
",Ukiah,1014356,17.67,3,12,5.89,3.00,5.89,0.2500,"
",Angels Camp,1013544,5.41,1,1,2.71,2.00,5.41,1.0000,"
",Lima,9052320,0.00,0,14,,0.00,,0.0000,"
",Saco,1019021,4.99,1,11,4.99,1.00,4.99,0.0909,"
",Goodlettsville,1026002,4.78,1,7,,0.00,4.78,0.1429,"
",Stuttgart,1013343,0.00,0,1,,0.00,,0.0000,"
",Kernersville,1021168,0.00,0,19,,0.00,,0.0000,"
",Bolivar,1020204,17.08,5,13,1.71,10.00,3.42,0.3846,"
",Blue Point,1022739,0.00,0,10,,0.00,,0.0000,"
",Crossville,1025965,7.45,2,17,1.49,5.00,3.73,0.1176,"
",Corinth,1022837,0.00,0,4,,0.00,,0.0000,"
",Boulder,1014448,39.88,9,106,2.66,15.00,4.43,0.0849,"
",Baldwin,1022710,19.67,4,11,4.92,4.00,4.92,0.3636,"
",Kimberling City,1020418,51.38,9,41,3.02,17.00,5.71,0.2195,"
",Palm Beach,1015158,12.53,3,28,6.26,2.00,4.18,0.1071,"
",Boyertown,1024683,15.90,2,9,1.06,15.00,7.95,0.2222,"
",Lewisburg,1025026,11.12,2,12,1.24,9.00,5.56,0.1667,"
",Chipley,1014981,0.00,0,6,,0.00,,0.0000,"
",Mount Ida,1013296,0.00,0,0,,0.00,,,"
",Elmer,1022109,0.00,0,3,,0.00,,0.0000,"
",Rosemount,1020053,3.83,1,22,1.92,2.00,3.83,0.0455,"
",Jeffersontown,9052202,5.21,1,17,5.21,1.00,5.21,0.0588,"
",Haines Falls,1022967,0.00,0,0,,0.00,,,"
",Coventry,1025445,9.80,2,35,0.52,19.00,4.90,0.0571,"
",Arcola,1027025,9.78,2,29,3.26,3.00,4.89,0.0690,"
",Winona,1020147,0.00,0,6,,0.00,,0.0000,"
",Spencer,1016036,0.00,0,9,,0.00,,0.0000,"
",Bluefield,1028309,0.00,0,6,,0.00,,0.0000,"
",Sutter Creek,1014320,0.00,0,12,,0.00,,0.0000,"
",Derry,9051828,14.75,3,21,3.69,4.00,4.92,0.1429,"
",Lake Helen,1015083,0.00,0,23,,0.00,,0.0000,"
",Orland Park,1016748,13.70,3,34,2.74,5.00,4.57,0.0882,"
",Luverne,1019945,5.41,1,5,1.80,3.00,5.41,0.2000,"
",Marysville,1013989,0.00,0,9,,0.00,,0.0000,"
",Sterling,1017643,0.09,1,1,,0.00,0.09,1.0000,"
",Dighton,1018179,4.98,1,9,2.49,2.00,4.98,0.1111,"
",Ellington,1014724,13.61,2,5,3.40,4.00,6.80,0.4000,"
",College Park,1018550,3.73,1,25,,0.00,3.73,0.0400,"
",Gold Canyon,9052034,3.92,2,9,1.96,2.00,1.96,0.2222,"
",Mineola,1023158,8.75,2,37,4.38,2.00,4.38,0.0541,"
",Lecanto,1015092,0.00,0,6,,0.00,,0.0000,"
",Garnett,1017484,0.00,0,1,,0.00,,0.0000,"
",Harper,1026457,0.00,0,1,,0.00,,0.0000,"
",Munising,1019475,0.00,0,2,,0.00,,0.0000,"
",West Bountiful,9053104,0.00,0,16,,0.00,,0.0000,"
",East Northport,1022879,4.65,1,3,4.65,1.00,4.65,0.3333,"
",Kearny,1022197,2.94,1,15,1.47,2.00,2.94,0.0667,"
",Batavia,1023554,0.00,0,4,,0.00,,0.0000,"
",Rio Vista,1014193,0.00,0,5,,0.00,,0.0000,"
",College Park,9051752,4.98,1,18,1.66,3.00,4.98,0.0556,"
",Seward,1012912,0.00,0,4,,0.00,,0.0000,"
",Leland,1021185,7.70,2,10,2.57,3.00,3.85,0.2000,"
",Liberty,1020769,0.00,0,1,,0.00,,0.0000,"
",Madison,1013066,0.00,0,41,,0.00,,0.0000,"
",Rockland,1018380,9.73,2,17,2.43,4.00,4.87,0.1176,"
",Mascot,1026063,0.00,0,2,,0.00,,0.0000,"
",Temple City,1014328,15.83,3,21,5.28,3.00,5.28,0.1429,"
",Ripley,1026114,0.00,0,4,,0.00,,0.0000,"
",Ruckersville,1027275,0.00,0,5,,0.00,,0.0000,"
",Abingdon,1018503,4.81,1,12,4.81,1.00,4.81,0.0833,"
",Bedford,1016995,4.83,1,8,4.83,1.00,4.83,0.1250,"
",Lakeside Marblehead,1023778,0.00,0,3,,0.00,,0.0000,"
",Sheboygan,1028202,12.66,3,19,4.22,3.00,4.22,0.1579,"
",Hilton Head Island,1025573,34.93,7,35,4.37,8.00,4.99,0.2000,"
",Clarkston,1027542,4.91,1,9,4.91,1.00,4.91,0.1111,"
",Milan,1026071,0.00,0,2,,0.00,,0.0000,"
",Sherwood,1028205,0.00,0,2,,0.00,,0.0000,"
",Springboro,1024004,0.00,0,7,0.00,3.00,,0.0000,"
",Abingdon,1027013,3.37,2,10,1.69,2.00,1.69,0.2000,"
",Sunnyside,1027772,0.00,0,9,,0.00,,0.0000,"
",Lake Isabella,1013927,3.72,1,7,3.72,1.00,3.72,0.1429,"
",Ranson,1028407,0.00,0,2,,0.00,,0.0000,"
",Waxhaw,1021357,6.12,2,35,3.06,2.00,3.06,0.0571,"
",Reedley,1014181,0.00,0,2,,0.00,,0.0000,"
",Moravia,1023168,4.98,1,3,1.25,4.00,4.98,0.3333,"
",North Yarmouth,1018974,4.84,1,4,,0.00,4.84,0.2500,"
",Bishop,1013596,0.00,0,3,,0.00,,0.0000,"
",Ellenwood,1015341,5.29,1,8,1.76,3.00,5.29,0.1250,"
",Sheep Ranch,1014272,0.00,0,2,,0.00,,0.0000,"
",Bloomsbury,1022039,0.00,0,1,,0.00,,0.0000,"
",Highland Springs,1027164,7.42,2,14,,0.00,3.71,0.1429,"
",Winterville,1021378,0.00,0,8,,0.00,,0.0000,"
",Caddo Mills,1026261,0.00,0,2,,0.00,,0.0000,"
",Hollidaysburg,1024940,0.00,0,2,,0.00,,0.0000,"
",Perry,1023928,0.00,0,3,,0.00,,0.0000,"
",Cameron,9051681,5.37,1,7,2.69,2.00,5.37,0.1429,"
",La Mirada,1013913,9.88,2,18,4.94,2.00,4.94,0.1111,"
",Colts Neck,1022084,3.12,1,17,3.12,1.00,3.12,0.0588,"
",Arden,1020989,3.65,1,6,1.22,3.00,3.65,0.1667,"
",Vashon,1027791,0.00,0,7,,0.00,,0.0000,"
",Orange Cove,9052601,0.00,0,1,,0.00,,0.0000,"
",Reedsport,1024549,9.75,1,9,4.88,2.00,9.75,0.1111,"
",Caruthersville,1020245,0.00,0,3,,0.00,,0.0000,"
",Holly Springs,1020751,0.00,0,4,,0.00,,0.0000,"
",Clarksville,1023628,0.00,0,2,,0.00,,0.0000,"
",Kings Park,1023061,1.46,1,3,0.49,3.00,1.46,0.3333,"
",Argyle,1022696,0.00,0,1,,0.00,,0.0000,"
",Fort Branch,1017107,0.00,0,2,,0.00,,0.0000,"
",Venetia,1025363,0.00,0,2,,0.00,,0.0000,"
",Fairmont,1019827,9.64,2,4,4.82,2.00,4.82,0.5000,"
",Schofield,1028197,4.49,1,6,,0.00,4.49,0.1667,"
",Alsip,1016257,0.00,0,3,,0.00,,0.0000,"
",Weatherford,1024369,0.00,0,3,,0.00,,0.0000,"
",Depew,1022858,0.00,0,7,,0.00,,0.0000,"
",Grimes,1015813,5.21,1,8,5.21,1.00,5.21,0.1250,"
",Marshall,1013987,4.38,1,1,1.46,3.00,4.38,1.0000,"
",Iron River,1019374,0.00,0,1,,0.00,,0.0000,"
",Wilton,9073404,0.00,0,1,,0.00,,0.0000,"
",Griswold,9052072,0.00,0,3,,0.00,,0.0000,"
",Breese,1016315,0.00,0,1,,0.00,,0.0000,"
",Rangely,1014612,0.00,0,1,,0.00,,0.0000,"
",Pocomoke City,1018684,6.92,1,2,6.92,1.00,6.92,0.5000,"
",Norwalk,1015952,0.00,0,5,,0.00,,0.0000,"
",Davenport,1027565,0.00,0,2,,0.00,,0.0000,"
",Keavy,1017808,0.00,0,3,,0.00,,0.0000,"
",Willington,1014883,0.00,0,3,,0.00,,0.0000,"
",Wharton,1022474,2.65,1,2,2.65,1.00,2.65,0.5000,"
",Guthrie,1024215,0.00,0,1,,0.00,,0.0000,"
",Bossier City,1017939,21.46,5,19,3.58,6.00,4.29,0.2632,"
",Hinesburg,1027395,0.00,0,1,,0.00,,0.0000,"
",Keaau,1015591,0.00,0,2,,0.00,,0.0000,"
",Hanover,1018230,0.00,0,6,,0.00,,0.0000,"
",Caruthers,1013657,3.71,1,1,1.85,2.00,3.71,1.0000,"
",Azusa,1013567,0.00,0,4,,0.00,,0.0000,"
",Sierraville,1014277,0.00,0,0,,0.00,,,"
",Finksburg,1018584,4.79,1,8,4.79,1.00,4.79,0.1250,"
",Natalia,1026645,0.00,0,1,,0.00,,0.0000,"
",Hardinsburg,1017783,0.00,0,1,,0.00,,0.0000,"
",Kenedy,1026522,0.00,0,1,,0.00,,0.0000,"
",Portland,1019541,0.00,0,2,,0.00,,0.0000,"
",Marcellus,1019433,0.00,0,1,,0.00,,0.0000,"
",Minot,1018946,0.00,0,1,,0.00,,0.0000,"
",Fanwood,1022122,0.00,0,7,,0.00,,0.0000,"
",North Olmsted,1023898,0.00,0,5,,0.00,,0.0000,"
",Shelburne Falls,1018399,0.00,0,3,,0.00,,0.0000,"
",Rensselaer,1023303,0.00,0,4,,0.00,,0.0000,"
",Lancaster,9052287,0.00,0,1,,0.00,,0.0000,"
",Edna,1026374,0.00,0,1,,0.00,,0.0000,"
",Gaston,1024461,0.00,0,1,,0.00,,0.0000,"
",Goreville,1016510,0.00,0,1,,0.00,,0.0000,"
",Tolleson,1013504,4.74,1,3,4.74,1.00,4.74,0.3333,"
",Altamont,1022681,0.00,0,5,,0.00,,0.0000,"
",Walcott,1016085,6.86,1,1,3.43,2.00,6.86,1.0000,"
",Madison,1025806,0.00,0,1,,0.00,,0.0000,"
",Angola,1022691,0.00,0,3,,0.00,,0.0000,"
",Coral Gables,9051768,3.56,1,5,,0.00,3.56,0.2000,"
",Momence,1016687,5.42,1,8,5.42,1.00,5.42,0.1250,"
",Oxford,1025177,0.00,0,4,,0.00,,0.0000,"
",Berlin Heights,1023571,0.00,0,1,,0.00,,0.0000,"
",Winnsboro,1026893,0.00,0,1,,0.00,,0.0000,"
",Bailey,1020998,0.00,0,1,,0.00,,0.0000,"
",Tahoe Vista,1014324,0.00,0,1,,0.00,,0.0000,"
",Lakeville,1018262,0.00,0,4,,0.00,,0.0000,"
",Wittmann,1013521,9.82,2,4,1.64,6.00,4.91,0.5000,"
",Wales,1028258,0.00,0,3,,0.00,,0.0000,"
",Tazewell,1026144,0.00,0,2,,0.00,,0.0000,"
",Hodgenville,1017794,0.00,0,1,,0.00,,0.0000,"
",Stockdale,1026819,0.00,0,1,,0.00,,0.0000,"
",Sutherlin,1024575,0.00,0,4,,0.00,,0.0000,"
",Kalida,1023768,0.00,0,0,0.00,1.00,,,"
",Green Lake,1027992,0.00,0,1,,0.00,,0.0000,"
",Catasauqua,1024722,9.47,2,6,3.16,3.00,4.74,0.3333,"
",Grant,1021668,0.00,0,1,,0.00,,0.0000,"
",Fulshear,9052003,0.00,0,6,,0.00,,0.0000,"
",Emporia,1027113,0.00,0,2,,0.00,,0.0000,"
",Wickliffe,1017916,0.00,0,0,,0.00,,,"
",Grantsburg,1027990,0.00,0,1,,0.00,,0.0000,"
",Red Hook,1023300,0.00,0,3,,0.00,,0.0000,"
",Century,1014978,0.00,0,1,,0.00,,0.0000,"
",Kingsland,1015401,0.00,0,3,,0.00,,0.0000,"
",Jim Thorpe,1024975,0.00,0,1,,0.00,,0.0000,"
",Haughton,1017993,0.00,0,3,,0.00,,0.0000,"
",Bristow,1024140,0.00,0,1,,0.00,,0.0000,"
",McKee,1017833,0.00,0,1,,0.00,,0.0000,"
",Sanibel,1015191,0.00,0,4,,0.00,,0.0000,"
",Carolina Shores,9051698,2.13,1,4,0.71,3.00,2.13,0.2500,"
",Blountsville,1012955,0.00,0,3,,0.00,,0.0000,"
",Stanardsville,1027291,0.00,0,6,,0.00,,0.0000,"
",East Kingston,1021846,0.00,0,1,,0.00,,0.0000,"
",Pecos,1026683,6.94,1,2,1.74,4.00,6.94,0.5000,"
",Clear Lake,1019767,0.00,0,2,,0.00,,0.0000,"
",Pampa,1026675,3.70,1,2,,0.00,3.70,0.5000,"
",Rock Hill,1023316,0.00,0,2,,0.00,,0.0000,"
",Salem,1025855,0.00,0,1,,0.00,,0.0000,"
",Salisbury,1014825,0.00,0,1,,0.00,,0.0000,"
",Canton,1022783,0.00,0,2,,0.00,,0.0000,"
",Sinclair,1019036,0.00,0,2,,0.00,,0.0000,"
",Leonia,1022218,0.00,0,1,,0.00,,0.0000,"
",Albertville,1012932,0.00,0,10,,0.00,,0.0000,"
",Kemah,1026519,0.00,0,1,,0.00,,0.0000,"
",Ironwood,1019375,0.00,0,2,,0.00,,0.0000,"
",East Millcreek,9051875,0.00,0,7,,0.00,,0.0000,"
",Township of Washington,9053001,5.43,1,2,1.36,4.00,5.43,0.5000,"
",Indianola,1015842,0.00,0,3,,0.00,,0.0000,"
",Bayboro,1021005,0.00,0,1,,0.00,,0.0000,"
",Jacksonville,1024485,0.00,0,1,,0.00,,0.0000,"
",Markleysburg,1025055,0.00,0,3,,0.00,,0.0000,"
",Southampton,1018416,3.61,1,5,3.61,1.00,3.61,0.2000,"
",Parker,1014602,29.38,6,41,3.67,8.00,4.90,0.1463,"
",Batesville,1020696,0.00,0,3,,0.00,,0.0000,"
",Reston,1027266,53.08,13,56,1.52,35.00,4.08,0.2321,"
",Hickory,1021148,22.85,4,39,4.57,5.00,5.71,0.1026,"
",Fort Wayne,1017108,47.19,9,109,2.36,20.00,5.24,0.0826,"
",Pleasant Prairie,1028157,0.00,0,25,,0.00,,0.0000,"
",Kansas City,1020414,163.13,36,311,2.81,58.00,4.53,0.1158,"
",Dubuque,1015754,20.06,4,44,1.34,15.00,5.01,0.0909,"
",East Syracuse,1022885,6.79,1,26,6.79,1.00,6.79,0.0385,"
",Murfreesboro,1026082,44.17,10,78,3.40,13.00,4.42,0.1282,"
",Lexington,1018271,58.72,12,95,2.10,28.00,4.89,0.1263,"
",Bolingbrook,1016310,33.54,7,32,8.38,4.00,4.79,0.2188,"
",Woodruff,1025686,0.00,0,5,,0.00,,0.0000,"
",New Richmond,1023877,0.00,0,2,,0.00,,0.0000,"
",Glendale Heights,1016502,33.03,7,37,1.94,17.00,4.72,0.1892,"
",Justin,1026512,11.42,2,14,0.57,20.00,5.71,0.1429,"
",Grand Blanc,1019312,37.82,7,66,4.73,8.00,5.40,0.1061,"
",Northport,1023208,4.24,2,26,0.11,37.00,2.12,0.0769,"
",Ypsilanti,1019672,5.21,1,26,5.21,1.00,5.21,0.0385,"
",Bernardsville,1022032,19.95,3,21,2.49,8.00,6.65,0.1429,"
",Milledgeville,1015438,3.60,1,13,1.80,2.00,3.60,0.0769,"
",Aiken,1025496,13.06,3,31,2.61,5.00,4.35,0.0968,"
",Edina,9051894,55.84,12,73,3.72,15.00,4.65,0.1644,"
",Prescott,1013466,5.31,1,39,5.31,1.00,5.31,0.0256,"
",Canfield,1023607,9.64,1,28,4.82,2.00,9.64,0.0357,"
",Pittston,1025203,4.71,1,12,,0.00,4.71,0.0833,"
",Fremont,1021857,0.00,0,7,0.00,1.00,,0.0000,"
",Norwood,1018349,0.00,0,23,0.00,1.00,,0.0000,"
",Fort Washington,1024880,0.00,0,6,,0.00,,0.0000,"
",North Reading,1018340,16.36,4,17,1.82,9.00,4.09,0.2353,"
",Deer Park,9051813,18.49,4,38,1.85,10.00,4.62,0.1053,"
",Greenville,9052068,0.00,0,4,,0.00,,0.0000,"
",Englewood,1015019,4.62,1,20,2.31,2.00,4.62,0.0500,"
",Bozeman,1020859,3.68,1,25,,0.00,3.68,0.0400,"
",Spearville,1017636,0.00,0,0,,0.00,,,"
",Fayetteville,1021108,26.01,5,76,26.01,1.00,5.20,0.0658,"
",Golden Valley,9052038,4.94,1,49,4.94,1.00,4.94,0.0204,"
",Orrington,1018985,13.55,3,15,2.26,6.00,4.52,0.2000,"
",Westwood,1018482,7.34,2,24,,0.00,3.67,0.0833,"
",Mount Sterling,1017843,0.00,0,17,,0.00,,0.0000,"
",Holmdel,1022184,19.10,3,37,1.36,14.00,6.37,0.0811,"
",Highland Park,1022176,16.47,3,12,4.12,4.00,5.49,0.2500,"
",Duncansville,1024812,3.19,2,4,,0.00,1.59,0.5000,"
",Ville Platte,1018076,0.00,0,6,,0.00,,0.0000,"
",Loveland,1014573,15.98,4,30,4.00,4.00,4.00,0.1333,"
",Hoboken,1022183,23.23,6,41,2.58,9.00,3.87,0.1463,"
",Selma,1021304,0.00,0,3,,0.00,,0.0000,"
",Yakima,1027811,1.07,1,23,0.36,3.00,1.07,0.0435,"
",Kokomo,1017156,23.40,4,44,11.70,2.00,5.85,0.0909,"
",Armada,1019128,4.46,1,3,2.23,2.00,4.46,0.3333,"
",Raeford,1021277,0.00,0,3,,0.00,,0.0000,"
",LaGrange,1017162,11.47,2,8,11.47,1.00,5.74,0.2500,"
",Orange Park,1015149,52.30,10,43,2.38,22.00,5.23,0.2326,"
",Mesquite,1022644,28.19,2,12,5.64,5.00,14.10,0.1667,"
",Indian Wells,1013878,8.15,2,5,2.72,3.00,4.08,0.4000,"
",Fort Dodge,1015791,0.00,0,10,,0.00,,0.0000,"
",Grantville,1015366,0.00,0,1,,0.00,,0.0000,"
",Dansville,1022853,0.00,0,8,,0.00,,0.0000,"
",Gardendale,1026418,0.00,0,6,,0.00,,0.0000,"
",Montville,1022275,54.19,11,51,2.01,27.00,4.93,0.2157,"
",Hamilton,1015375,15.22,3,11,5.07,3.00,5.07,0.2727,"
",North Belle Vernon,1024652,8.12,2,3,,0.00,4.06,0.6667,"
",Islip,1023035,7.65,2,18,2.55,3.00,3.83,0.1111,"
",Centerport,1022793,0.00,0,7,,0.00,,0.0000,"
",Hazlet,1022171,22.68,4,31,5.67,4.00,5.67,0.1290,"
",Haledon,1022160,0.00,0,2,,0.00,,0.0000,"
",Ashby,1018099,0.00,0,1,,0.00,,0.0000,"
",Broomfield,1014452,7.54,1,6,7.54,1.00,7.54,0.1667,"
",North Arlington,1022304,3.62,1,9,1.81,2.00,3.62,0.1111,"
",Berea,1023568,14.57,3,15,3.64,4.00,4.86,0.2000,"
",Green,1023726,22.99,5,9,2.55,9.00,4.60,0.5556,"
",Bridgeview,1016317,3.61,1,23,1.80,2.00,3.61,0.0435,"
",Toccoa,1015533,0.00,0,8,,0.00,,0.0000,"
",Montague,1018311,0.00,0,3,,0.00,,0.0000,"
",Scott Township,9052819,0.00,0,1,,0.00,,0.0000,"
",Pattonsburg,1020537,0.00,0,7,,0.00,,0.0000,"
",Freeport,1015024,0.00,0,5,,0.00,,0.0000,"
",Roanoke,1026734,0.00,0,4,,0.00,,0.0000,"
",Toney,1013136,0.00,0,35,,0.00,,0.0000,"
",Lancaster,1027185,4.85,1,15,,0.00,4.85,0.0667,"
",Colquitt,1015302,0.00,0,2,,0.00,,0.0000,"
",Mahtomedi,9052370,14.71,3,7,1.23,12.00,4.90,0.4286,"
",Ontario,9052599,3.70,1,7,3.70,1.00,3.70,0.1429,"
",Bal Harbour,9051541,0.00,0,3,,0.00,,0.0000,"
",Atkinson,1021802,0.00,0,3,,0.00,,0.0000,"
",Frankfort,1023700,0.00,0,7,,0.00,,0.0000,"
",Denver,1021080,16.95,3,5,5.65,3.00,5.65,0.6000,"
",Fayette,1015784,0.00,0,1,,0.00,,0.0000,"
",Sweet Home,1024576,9.94,2,10,9.94,1.00,4.97,0.2000,"
",Waverly,1024066,0.00,0,2,,0.00,,0.0000,"
",Byrnedale,1024707,0.00,0,2,,0.00,,0.0000,"
",Santa Cruz,1014251,17.23,4,18,1.91,9.00,4.31,0.2222,"
",Bellbrook,1023562,0.00,0,4,,0.00,,0.0000,"
",Pataskala,1023923,0.00,0,6,,0.00,,0.0000,"
",Edinburgh,1017077,0.00,0,1,,0.00,,0.0000,"
",Roanoke,1017285,10.16,2,7,10.16,1.00,5.08,0.2857,"
",Lavon,9052301,0.00,0,1,,0.00,,0.0000,"
",Delmont,9051818,0.00,0,3,,0.00,,0.0000,"
",Mitchellville,1015923,0.00,0,4,,0.00,,0.0000,"
",Crivitz,1027920,0.00,0,1,,0.00,,0.0000,"
",Altoona,1015638,0.00,0,2,,0.00,,0.0000,"
",Kennebunkport,9052225,0.00,0,5,,0.00,,0.0000,"
",Bourbonnais,1016311,3.44,1,7,1.72,2.00,3.44,0.1429,"
",Brimfield,1018135,0.00,0,1,,0.00,,0.0000,"
",Bowman,1021405,0.00,0,1,,0.00,,0.0000,"
",Rockwood,1019561,0.00,0,13,,0.00,,0.0000,"
",Edwardsville,1016434,3.61,1,5,,0.00,3.61,0.2000,"
",Somers,1014833,0.00,0,2,,0.00,,0.0000,"
